INDEX,QCODE,SOURCE,LAYER1,LAYER2,LAYER3,TYPE,CODE1,CODE2,TITLE,QUESTION,INPUT,RESULT,ANSWER,풀이회수,정답회수,오답회수,오답율,EXPLAIN,ANALSYS,1ST,2ND,3rd,4th,5th,6th,7th,8th,9th,10th,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
11,ABANK-0011,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,전기위험담보특약,"전기위험담보 특별약관은 전기적 손해 그 자체를 보상하며, 전기적 사고의 결과로 생긴 화재손해는 보통약관에서 담보한다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
12,ABANK-0012,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,풍수재특약," 풍수재위험담보 특약에서 바람, 비, 눈, 우박 또는 모래먼지가 들어옴으로써 생긴 손해는 면책사유이다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
13,ABANK-0013,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,풍수재특약,"풍수재위험담보 특약은 풍재 또는 수재로 생긴 손해를 보상하며 바람, 비, 눈, 우박 또는 모래먼지가 들어옴으로써 생긴 손해는 면책사유로 하고 있다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
14,ABANK-0014,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,풍수재특약,"풍수재위험담보 특약은 풍재 또는 수재로 생긴 손해를 보상하며 바람, 비, 눈, 우박 또는 모래먼지가 들어옴으로써 생긴 손해도 당연히 보상한다",,X,X,10.0,10.0,0,,면책임,,,,,,,,,,,,,,,
15,ABANK-0015,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,신체손해배상책임특약,신체손해배상책임 특별약관은 특수건물에 발생한 화재사고로 타인의 재물을 망가뜨려 지는 법률적 손해배상책 임을 보상한다,,X,X,10.0,10.0,0,,타인사망부상,,,,,,,,,,,,,,,
16,ABANK-0016,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,신체손해배상책임특약,신체손해배상책임 특별약관은 특수건물 보험 목적의 화재사고로 인하여 타인이 사망하거나 부상함으로 인하여 지는 손해에 따라 피보험자가 부담할 손해를 보상한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
17,ABANK-0017,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,구내폭발위험담보,구내폭발위험담보 특별약관에서 말하는 폭발 또는 파열이란 급격한 산화반응으로 인한 파괴 또는 그 현상을 말한다. 물리적 폭발이나 파열은 기계 보험에서 담보하지 않으므로 제외한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
18,ABANK-0018,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,구내폭발위험담보,구내폭발위험담보 특별약관에서 말하는 폭발 또는 파열이란  물리적 폭발이나 파열을 말한다,,X,X,10.0,10.0,0,,물리적폭발미담보,,,,,,,,,,,,,,,
19,ABANK-0019,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,악의적파괴행위,악의적인 파괴행위 특별약관은 소요. 노동쟁의 담보 특약이나 확장(II) 특약이 첨부된 경우에 한하 여 적용할 수 있다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
20,ABANK-0020,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,재조달가액담보특약,재조달가액담보 특별약관은 보험가입금액이 보험목적물 재조달가액의 80% 이상일 경우에 보험가입금액을 한도로 손해액 전액을 보상하며. 미달할 경우에는 보험가입금액의 재조달가액에 대한 비 율에 따라 비례보상한다.1. 보험가입금액이 재조달가액의 80% 이상인 경우 - 재조달가액 기준 손해액 전액 보상 2. 보험가입금액이 재조달가액의 80% 미만인 경우 재조달가액 기준 손해액x 보험가입금액/재조달가액,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
21,ABANK-0021,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,재조달가액담보특약,실제현금가치(시가)= 재조달가액- 총감가상각액 재조달가액=취득금액x물가상승률(평가 시 물가지수/ 취득 시 물가지수)총감가상각= 경년감가액×경과기간,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
22,ABANK-0022,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,재조달가액담보특약,재조달가액담보 특별약관은 보험가입금액이 재조달가액의 80% 이상인 경우 - 재조달가액 기준 손해액 전액 보상 ,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
23,ABANK-0023,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,재조달가액담보특약,재조달가액담보 특별약관은 . 보험가입금액이 재조달가액의 80% 미만인 경우 재조달가액 기준 손해액x 보험가입금액/재조달가액,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
24,ABANK-0024,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,기업휴지손해특약,"기업휴지보험에서 보상하는 손해는 영업이익+계속 지출해야 하는 경상비(보험가입 경상비, 고정비용)",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
25,ABANK-0025,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,기업휴지손해특약,"영업이익이란 매출액- 영업비용이고  경상비란경상비란 영업을 계속하기 위하여 지출하는 비용을 말하며, 보험가입경상비란 기업휴지가 발생한 이후에도 계속 지출해야 하는 경상비를 말한다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
26,ABANK-0026,인스교재,06재산보험,화재보험,특별약관,선택형,AA01,AA01,확장 특약,다음 중 확장(1) 특별약관의 면책사항이 아닌 것은?① 피보험자가 노동쟁의 당사자인 경우 계약자 또는 피보험자 측에 속하는 자가 노동쟁의에 관 한 행위로 보험의 목적에 생긴 손해② 원인의 직접간접에 관계없이 건물이 바람 또는 우박으로 파손되어 그 손상된 부분으로 들어 온 비 눈 모래 또는 먼지로 생긴 손해③ 원인의 직접간접에 관계없이 상하수관 배수관 또는 이와 유사한 수관으로부터 나오는 물로 생긴 손해④ 바람 또는 우박의 직접간접에 관계없이 전기기구 및 장치에 전기적 사고로 생긴 손해,1,O,1,10.0,10.0,0,,,,,,,,,,,,,,,,,
27,ABANK-0027,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,확장 특약,② 원인의 직접간접에 관계없이 건물이 바람 또는 우박으로 파손되어 그 손상된 부분으로 들어 온 비 눈 모래 또는 먼지로 생긴 손해는 확장(1) 특별약관의 면책사항임,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
28,ABANK-0028,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,확장 특약,③ 원인의 직접간접에 관계없이 상하수관 배수관 또는 이와 유사한 수관으로부터 나오는 물로 생긴 손해 확장(1) 특별약관의 면책사항,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
29,ABANK-0029,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,확장 특약,④ 바람 또는 우박의 직접간접에 관계없이 전기기구 및 장치에 전기적 사고로 생긴 손해 확장(1) 특별약관의 면책사항,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
30,ABANK-0030,인스교재,06재산보험,화재보험,특별약관,선택형,AA01,AA01,확장 특약,"다음 중 확장(1) 특약의 면책사항이 아닌 것은?① 한기, 서리, 얼음, 눈보라, 진눈깨비, 파도, 범람, 홍수, 폭우로 생긴 손해② 피보험자가 노동쟁의 당사자인 경우 계약자 또는 피보험자 측에 속하는 자가 노동쟁의에 관 한 행위로 보험의 목적에 생긴 손해③ 원인의 직접간접에 관계없이 건물이 바람 또는 우박으로 파손되어 그 손상된 부분으로 들어 온 비, 눈, 모래 또는 먼지로 생긴 손해④ 바람 또는 우박의 직접간접에 관계없이 전기기구 및 장치에 전기적 사고로 생긴 손해",2,O,2,10.0,10.0,0,,,,,,,,,,,,,,,,,
31,ABANK-0031,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,도난위험담보특약,화재보험의 도난위험담보 특별약관에서 규정하고 있는 면책사유는 화재나 지진 분화 해일 폭발 또는 그 밖의 변재가 일어났을 때 생긴 도난,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
32,ABANK-0032,인스교재,06재산보험,화재보험,특별약관,선택형,AA01,AA01,도난위험담보특약,"화재보험의 도난위험담보 특별약관 보상하는 손해 조항의 내용이다. 괄호 안에 들어갈 단어는?강도, 절도로 생긴 도난, 훼손, 망가짐 손해와 더불어 도난품을 찾기 위해 소요된 정당한 비용을 보상 한다. 1사고당 ()의 자기부담금이 있다.1) 3만원 2) 5만원 3) 10만원 4) 15만원",3,O,3,10.0,10.0,0,,10만원,,,,,,,,,,,,,,,
33,ABANK-0033,인스교재,06재산보험,화재보험,특별약관,선택형,AA01,AA01,리스회사임대물건특약,"리스(임대)회사 임대물건 특별약관에 대한 다음 설명 중 틀린 것은?① 리스회사가 보험계약자 또는 피보험자이며, 리스계약에 따라 임차인에게 인도되는 물건을 보험의 목적으로 한다.② 책임의 시작은 별도 약정이 없는 한 리스회사가 지정한 장소에 보험의 목적이 설치 또는 장 치되어 시운전을 마치고 인도된 때로 하고 책임의 종기는 리스계약서상 리스기간이 종료된 때이다.③ 보험목적의 손상을 받은 부분의 수선 또는 보수를 마친 보험의 목적에 대해서는 리스계약 당 사자가 합의한 금액을 규정손실금액으로 한다.④ 임차인 그 대리인 및 사용인의 경과실(중과실 제외)로 생긴 손해에 대해서 보험회사는 보험 자 대위권 및 위부에 따른 손해배상청구권을 행사한다.",4,O,4,10.0,10.0,0,,대위청구포기,,,,,,,,,,,,,,,
34,ABANK-0034,인스교재,06재산보험,화재보험,특별약관,선택형,AA01,AA01,지진위험 특별약관,지진위험담보 특별약관에서 1사고로 인식하는 사고는 몇 시간 이내인가? 1)24시간 이내에 생긴 사고는 한사고로 본다.② 48시간 이내에 생긴 사고는 한사고로 본다.③ 36시간 이내에 생긴 사고는 한사고로 본다.④ 72시간 이내에 생긴 사고는 한사고로 본다,4,O,4,10.0,10.0,0,,,,,,,,,,,,,,,,,
35,ABANK-0035,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,지진위험 특별약관,지진위험담보 특별약관에서는 72시간 이내에 생긴 사고는 1사고로 보고 보상한도액 및 자기부담금 등을 적 용한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
36,ABANK-0036,인스교재,06재산보험,화재보험,물건의 종류,진위형,AA01,AA01,특수건물 화재보험,방위산업물건과 일부 국유건물은 보안 상의 이유로 한국화재보험협회(KFPA)가 계약을 인수하고 있다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
37,ABANK-0037,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,보험의 목적,"부속물, 부속설비, 부착물은 화재보험의 명기물건이다.",,X,X,10.0,10.0,0,,당연가입물건,,,,,,,,,,,,,,,
38,ABANK-0038,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,보험의 목적,"부속물, 부속설비, 부착물은 화재보험의 당연가입물건이다. 명기물건은 통화, 유가증권, 인지, 우표, 귀금속. 귀중 품, 보옥, 보석 등이 있다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
39,ABANK-0039,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,보상하는 사고,"피난손해에는 피난지에서 보험기간 내의 5일 동안에 생긴 화재, 소방, 피난손해를 포함한다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
40,ABANK-0040,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,보상하는 사고,"피난손해는 화재의 발생에 따른 손해의 확대방지를 위하여 보험의 목적을 구조하거나 피난 도중 해당 목적물이 파손 또는 오손되는 손해를 말하며, 피난지에서 보험기간 내의 5일 동안에 생긴 화재, 소방, 피난손해를 포함한다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
41,ABANK-0041,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,보상하는 사고,"피난손해는 화재의 발생에 따른 손해의 확대방지를 위하여 보험의 목적을 구조하거나 피난 도중 해당 목적물이 파손 또는 오손되는 손해를 말하며, 피난지에서 보험기간 내의 10일 동안에 생긴 화재, 소방, 피난손해를 포함한다",,X,X,10.0,10.0,0,,5일,,,,,,,,,,,,,,,
42,ABANK-0042,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,보상하는 사고,일반화재보험에서 보상하는 사고는 1)화재(벼락포함) 2) 폭발파열 3) 소방손해 4)피난손해다,,X,X,10.0,10.0,0,,2)폭발파열 미보상,,,,,,,,,,,,,,,
43,ABANK-0043,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,보상하는 사고,특수건물화재보험에서 보상하는 사고는 1)화재(벼락포함) 2) 폭발파열 3) 소방손해 4)피난손해다,,X,X,10.0,10.0,0,,2)폭발파열 미보상,,,,,,,,,,,,,,,
44,ABANK-0044,인스교재,06재산보험,화재보험,주요조건,선택형,AA01,AA01,화재손해란," 다음 중 화재보험에서 보상하는 사고 내용에 대한 설명이 틀린 것은?① 화재손해란 불자리에서 발생하거나 불자리를 벗어나지 않아 발생하는 우발적인 것을 말 한다.② 벼락손해란 공중에서 발생한 초고압 전기가 땅으로 떨어지는 현상이다.③ 소방손해란 화재의 소방으로 인한 수침손이나 파괴손을 말한다.4)피난손해란 화재가 발생하여 보험의 목적이 객관적으로 화재의 위험에 직면하여 이를 방치 할 경우에는 화재손해를 입을 것이 확실한 경우 보험목적물을 피난시키면서 발생한 손해플 말하며, 피난지에서 5일의 기간 동안 보험의 목적에 생긴 직접손해와 소방손해도 포함한다",1,O,1,10.0,10.0,0,,불자리벗어나서발생,,,,,,,,,,,,,,,
45,ABANK-0045,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,화재손해란,화재손해의 요건은 1)불자리가 아닌 장소에서 우발적으로 발생한 화재일것 2) 불이 자력으로 확대될 수 잇는 상태인 화재일 것 3) 연소에 의해 보험목적물에 경제적인 손해를 입히는 화재일것 이다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
46,ABANK-0046,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,보상하지않는 손해,폭발파열은 면책이지만 폭발파열의 결과로 발생한 화재는 보상함,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
47,ABANK-0047,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,보상하지않는 손해,폭발직접손해는 면책 폭발파열화재는 담보,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
48,ABANK-0048,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,보상하지않는 손해,화재보험에서 공장물건은 구내폭발 특약으로 폭발화재 담보,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
49,ABANK-0049,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,보상하지않는 손해,"화재보험에서화재, 폭발, 파열이 발생했을 때 생긴 도난 또는 분실로 생긴 손해는 면책",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
50,ABANK-0050,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,보상하지않는 손해,"화재보험에서 발전기, 여자기, 변류기 그 빡의 전자기기 등  장치의 전기적 사로고 생긴 손해는 면책 하지만 그 결과로 발생한 화재손해는 보상",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
51,ABANK-0051,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,보험가액과 보험금액,화재보험에서 보험가액은 원칙적으로 보험계약이 체결된 때와 장소에서의 시가로 결정한다.,,X,X,10.0,10.0,0,,사고발생시간장소,,,,,,,,,,,,,,,
52,ABANK-0052,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,보험가액과 보험금액,화재보험에서 보험가액은 원칙적으로 보험사고가 발생한 때와 장소에서의 시가로 결정한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
53,ABANK-0053,인스교재,06재산보험,화재보험,주요조건,선택형,AA01,AA01,보험금계산,다음의 주어진 조건을 보고 보험회사가 지급해야할 보험금을 계산하시오. • 80% 부보조건부 실손보상 특별약관을 첨부 •보험가액 : 100억원 •보험가입금액(TSI): 60억원• 손해액 : 40억원 ① 25억원2)30억원③ 40억원④50억원,2,O,2,10.0,10.0,0,,40X60/80=30,,,,,,,,,,,,,,,
54,ABANK-0054,인스교재,06재산보험,화재보험,주요조건,선택형,AA01,AA01,LOL책정시보험금,"다음과 같은 조건에서 보험계약자 및 보험자는 LOL을 얼마로 정하면 보험료 인하 효과를 누릴 수 있는가?보험가액 : 1억원 보험가입금액(ISI) : 1억원,PML : 30%  1) 1억원 2) 5천만원 3)4천만원 4)2천만원",4,O,4,10.0,10.0,0,,LOL3천 미만,,,,,,,,,,,,,,,
55,ABANK-0055,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,화재보험요율,"건물구조 1급 건물은 기둥, 지붕, 외벽이 모두 불연재료로 되어 있다",,X,X,10.0,10.0,0,,3급,,,,,,,,,,,,,,,
56,ABANK-0056,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,화재보험요율,"건물구조 1급 건물은 기둥, 지붕, 외벽이 모두 내화구조로 되어 있다. 모두 불연재료로 되어 있는 것은 3급 건물이다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
57,ABANK-0057,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,화재보험요율,"건물구조 3급 건물은 기둥, 지붕, 외벽이 모두 불연재료로 되어 있다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
58,ABANK-0058,인스교재,06재산보험,화재보험,주요조건,선택형,AA01,AA01,화재보험요율,"다음의 건물은 화재보험 보험요율상 몇급에 해당하는가? 기둥/보/바닥 : 내화구조, 지붕 : 불연재료,외벽 : 내화구조1)1급 2) 2급 2) 3급 4) 4급",2,O,2,10.0,10.0,0,,2급,,,,,,,,,,,,,,,
59,ABANK-0059,인스교재,06재산보험,화재보험,보험요율,선택형,AA01,AA01,기본요율,"동산종합보험의 보험요율에 대한 다음 설명 중 틀린 것은?1)동산종합보험 기본요율은 화재, 도난, 파손, 폭발, 잡위험의 5가지 요율로 구성되어 있다.2)보험계약자는 화재 위험을 선택하여 담보 여부를 결정할 수 있다.3) 항공기 탑재위험 담보 할증요율이 있다.4) 최종적용이율은 기본요율에 할증요율과 특약요율을 더하여 계산하다.",2,O,2,10.0,10.0,0,,기본은선택불가,,,,,,,,,,,,,,,
60,ABANK-0060,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,도난위험담보특약,화재보험의 도난위험담보 특별약관에서 규정하고 있는 면책사유는보험의 목적이 들어있는 건물을 계속하여 48시간 이상 비워둔 사이에 생긴 도난,,X,X,10.0,9.0,1,,72시간 가서 하루자고 다시 오는데 3일 걸림,,,,,,,,,,,,,,,
61,ABANK-0061,인스교재,06재산보험,화재보험,특별약관,선택형,AA01,AA01,도난위험담보특약,화재보험의 도난위험담보 특별약관에서 규정하고 있는 면책사유가 아닌 것은?① 계약자 또는 피보험자의 악의 또는 중대한 과실로 생긴 도난② 피보험자의 가족 친족 고용인 동거인 숙박인 또는 감수인이 저지르거나 가담한 도난③ 화재나 지진 분화 해일 폭발 또는 그 밖의 변재가 일어났을 때 생긴 도난④ 보험의 목적이 들어있는 건물을 계속하여 48시간 이상 비워둔 사이에 생긴 도난,4,O,4,10.0,9.0,1,,72시간 가서 하루자고 다시 오는데 3일 걸림,,,,,,,,,,,,,,,
62,ABANK-0062,인스교재,06재산보험,화재보험,특별약관,선택형,AA01,AA01,전기위험담보특약,"화재보험에 대한 다음 설명 중 틀린 것은?1)일반화재보험은 일반물건과 공장물건에 대한 보장을 제공하며, 주택화재보험은 주택물건에 대해서 별도의 보장을 제공한다.② 화재보험의 보통약관은 화재사고를 담보하며, 화재 이외의 사고 및 보통약관에서 보상하지 않는 손해는 특별약관으로 확장하는 체계로 구성되어 있다.③ F.O.C Policy Form은 1904년 런던의 Fire Office Committee에서 전세계 보험시장이 공 통적으로 사용할 수 있도록 만든 화재보험 약관이다.4)전기위험담보 특별약관은 전기적 사고의 결과로 생긴 화재손해를 담보한다.",4,O,4,10.0,9.0,1,,,,,,,,,,,,,,,,,
63,ABANK-0063,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,재조달가액담보특약,재조달가액담보 특별약관은 보험가입금액이 재조달가액의 85% 이상인 경우 - 재조달가액 기준 손해액 전액 보상 ,,X,X,10.0,9.0,1,,80%,,,,,,,,,,,,,,,
64,ABANK-0064,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,화재손해란,화재손해란 불자리가 아닌 장소에서 발생하거나 불자리를 벗어나서 발생하는 우발적인 것을 말한다,O,O,O,10.0,9.0,1,,,,,,,,,,,,,,,,,
65,ABANK-0065,인스교재,06재산보험,화재보험,주요조건,진위형,AA01,AA01,화재보험요율,"화재보험 요율은 주택물건, 일반물건, 공장물건의 3가지로 구분된다",O,O,O,10.0,9.0,1,,,"착각, 집중력",,,,,,,,,,,,,,
66,ABANK-0066,인스교재,06재산보험,화재보험,주요조건,선택형,AA01,AA01,보험금계산,"다음의 내용을 보고 보험회사가 지급해야 하는 보험금을 구하세요.• 보험가액 : 100억원,•TSI : 80억원,• 손해액 : 50억원,• 80% 부보 조건부 실손보상 특악이 부가됩,1)20억원 2)30억원 3)40억원 4) 50억원",4,O,4,10.0,9.0,1,,지급보험금: 50억원(손해액)X80억원(TS)/(100억원(보험가액) x 80%(요구부보율)) = 50억원,,,,,,,,,,,,,,,
67,ABANK-0067,인스교재,06재산보험,화재보험,개요,진위형,AA01,AA01,약관형태,특별약관이란 보통약관의 조건을 변경하는 약관을 말한다,O,O,O,10.0,9.0,1,,,"착각, 집중력",,,,,,,,,,,,,,
68,ABANK-0068,인스교재,06재산보험,화재보험,개요,진위형,AA01,AA01,약관형태,추가특별약관 이란 특별약관상의 보험조건 중 일부조건을 변경하는 내용의 약관,O,O,O,10.0,9.0,1,,보-특-추특,,,,,,,,,,,,,,,
69,ABANK-0069,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,악의적파괴행위,"아래 손해는 악의적인 파괴행위 특약에서 면책이다.1) 건물의 일부를 구성하는 유리 손해 2) 도난, 절도, 강도에 의한 손해 3) 건물을 30일 이상 계속 비워두었을 경우에 생긴 손해 4) 증기보일러, 증기터빈, 증기기관의 폭발, 파열 또는 원심력에 의하여 발생한 기계의 회전부분의 폭발 또는 파열로 인한 손해",O,O,O,10.0,8.0,2,,30층짜리건물의증기기관이 폭발하여 유리깨짐,,,,,,,,,,,,,,,
70,ABANK-0070,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,악의적파괴행위,아래 손해는 악의적인 파괴행위 특약에서 면책이다.건물을 10일 이상 계속 비워두었을 경우에 생긴 손해,X,O,X,10.0,8.0,2,,30일,,,,,,,,,,,,,,,
71,ABANK-0071,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,재조달가액담보특약,재조달가액담보 특별약관은 보험가액이 보험목적물 재조달가액의 80% 이상일 경우에 보험가액을 한도로 손해액 전액을 보상하며. 미달할 경우에는 보험가액의 재조달가액에 대한 비율에 따라 비례보상한다.,X,O,X,10.0,7.0,3,,보험가액X보험가입금액,집중력,,,,,,,,,,,,,,
72,ABANK-0072,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,재조달가액담보특약,재조달가액담보 특별약관은. 보험가입금액이 재조달가액의 80% 미만인 경우 재조달가액 기준 손해액x 재조달가액/보험가입금액,X,O,X,10.0,7.0,3,,보험가입금액/재조달가액,착각,,,,,,,,,,,,,,
73,ABANK-0073,인스교재,06재산보험,화재보험,특별약관,진위형,AA01,AA01,확장 특약,① 피보험자가 노동쟁의 당사자인 경우 계약자 또는 피보험자 측에 속하는 자가 노동쟁의에 관 한 행위로 보험의 목적에 생긴 손해는 확장(1) 특별약관의 면책사항,X,O,X,10.0,8.0,2,,확장2면책,"망각, 공부부족",,,,,,,,,,,,,,
